99.0;136.0;117.5
80.0;142.0;111.0
79.0;142.0;110.5
79.0;143.0;111.0
79.0;141.0;110.0
79.0;141.0;110.0
79.0;142.0;110.5
79.0;139.0;109.0
79.0;137.0;108.0
79.0;142.0;110.5
79.0;142.0;110.5
79.0;141.0;110.0
79.0;143.0;111.0
79.0;142.0;110.5
79.0;144.0;111.5
79.0;141.0;110.0
79.0;141.0;110.0
79.0;143.0;111.0
79.0;141.0;110.0
79.0;142.0;110.5
79.0;142.0;110.5
79.0;143.0;111.0
79.0;140.0;109.5
79.0;143.0;111.0
79.0;140.0;109.5
79.0;139.0;109.0
79.0;142.0;110.5
79.0;141.0;110.0
79.0;143.0;111.0
79.0;141.0;110.0
79.0;144.0;111.5
79.0;141.0;110.0
79.0;142.0;110.5
79.0;143.0;111.0
79.0;142.0;110.5
79.0;142.0;110.5
79.0;142.0;110.5
79.0;142.0;110.5
79.0;143.0;111.0
79.0;142.0;110.5
79.0;141.0;110.0
79.0;143.0;111.0
79.0;143.0;111.0
79.0;142.0;110.5
79.0;143.0;111.0
79.0;141.0;110.0
78.0;141.0;109.5
78.0;142.0;110.0
78.0;143.0;110.5
78.0;140.0;109.0
68.0;142.0;105.0
68.0;141.0;104.5
68.0;142.0;105.0
68.0;142.0;105.0
68.0;143.0;105.5
68.0;141.0;104.5
68.0;143.0;105.5
68.0;142.0;105.0
68.0;143.0;105.5
68.0;142.0;105.0
68.0;143.0;105.5
68.0;142.0;105.0
68.0;143.0;105.5
68.0;141.0;104.5
68.0;141.0;104.5
68.0;140.0;104.0
68.0;143.0;105.5
68.0;142.0;105.0
68.0;142.0;105.0
68.0;143.0;105.5
68.0;140.0;104.0
68.0;142.0;105.0
68.0;143.0;105.5
68.0;143.0;105.5
68.0;144.0;106.0
68.0;143.0;105.5
68.0;144.0;106.0
68.0;138.0;103.0
68.0;143.0;105.5
68.0;142.0;105.0
68.0;142.0;105.0
68.0;142.0;105.0
68.0;140.0;104.0
68.0;141.0;104.5
68.0;143.0;105.5
68.0;143.0;105.5
68.0;142.0;105.0
68.0;143.0;105.5
68.0;141.0;104.5
68.0;142.0;105.0
68.0;143.0;105.5
68.0;143.0;105.5
68.0;142.0;105.0
68.0;141.0;104.5
68.0;138.0;103.0
68.0;143.0;105.5
68.0;142.0;105.0
68.0;143.0;105.5
68.0;143.0;105.5
68.0;141.0;104.5
68.0;142.0;105.0
68.0;142.0;105.0
68.0;143.0;105.5
68.0;142.0;105.0
68.0;141.0;104.5
68.0;140.0;104.0
68.0;144.0;106.0
68.0;144.0;106.0
68.0;142.0;105.0
68.0;142.0;105.0
68.0;144.0;106.0
68.0;140.0;104.0
68.0;143.0;105.5
68.0;143.0;105.5
68.0;142.0;105.0
68.0;142.0;105.0
68.0;142.0;105.0
68.0;144.0;106.0
68.0;142.0;105.0
68.0;140.0;104.0
68.0;142.0;105.0
68.0;143.0;105.5
68.0;142.0;105.0
68.0;143.0;105.5
68.0;141.0;104.5
68.0;141.0;104.5
68.0;142.0;105.0
68.0;142.0;105.0
68.0;142.0;105.0
68.0;144.0;106.0
68.0;142.0;105.0
68.0;141.0;104.5
68.0;141.0;104.5
68.0;143.0;105.5
68.0;143.0;105.5
68.0;142.0;105.0
68.0;143.0;105.5
68.0;142.0;105.0
68.0;143.0;105.5
68.0;142.0;105.0
68.0;141.0;104.5
68.0;141.0;104.5
68.0;139.0;103.5
68.0;143.0;105.5
68.0;142.0;105.0
68.0;142.0;105.0
68.0;141.0;104.5
68.0;141.0;104.5
68.0;142.0;105.0
68.0;142.0;105.0
68.0;142.0;105.0
68.0;143.0;105.5
68.0;144.0;106.0
68.0;144.0;106.0
68.0;143.0;105.5
68.0;139.0;103.5
68.0;141.0;104.5
68.0;142.0;105.0
63.0;142.0;102.5
63.0;144.0;103.5
63.0;142.0;102.5
63.0;141.0;102.0
63.0;143.0;103.0
63.0;140.0;101.5
63.0;142.0;102.5
63.0;140.0;101.5
63.0;141.0;102.0
63.0;139.0;101.0
63.0;143.0;103.0
63.0;138.0;100.5
63.0;143.0;103.0
63.0;142.0;102.5
63.0;143.0;103.0
63.0;142.0;102.5
63.0;142.0;102.5
63.0;143.0;103.0
63.0;143.0;103.0
63.0;143.0;103.0
63.0;143.0;103.0
63.0;141.0;102.0
63.0;141.0;102.0
63.0;142.0;102.5
63.0;140.0;101.5
63.0;142.0;102.5
63.0;141.0;102.0
63.0;142.0;102.5
63.0;143.0;103.0
63.0;141.0;102.0
63.0;142.0;102.5
63.0;142.0;102.5
63.0;143.0;103.0
63.0;140.0;101.5
63.0;140.0;101.5
63.0;143.0;103.0
63.0;142.0;102.5
63.0;143.0;103.0
63.0;143.0;103.0
63.0;142.0;102.5
63.0;143.0;103.0
63.0;140.0;101.5
63.0;142.0;102.5
63.0;142.0;102.5
63.0;142.0;102.5
63.0;141.0;102.0
63.0;142.0;102.5
63.0;141.0;102.0
63.0;141.0;102.0
63.0;140.0;101.5
63.0;143.0;103.0
63.0;143.0;103.0
63.0;144.0;103.5
63.0;141.0;102.0
63.0;142.0;102.5
63.0;142.0;102.5
63.0;142.0;102.5
63.0;141.0;102.0
63.0;144.0;103.5
63.0;143.0;103.0
63.0;143.0;103.0
63.0;142.0;102.5
63.0;141.0;102.0
63.0;142.0;102.5
63.0;143.0;103.0
63.0;142.0;102.5
63.0;142.0;102.5
