99.0;136.0;117.5
89.0;140.8;114.9
83.2;141.4;112.3
82.8;141.0;111.9
81.0;140.8;110.9
79.2;141.2;110.2
79.2;141.6;110.4
79.2;139.0;109.1
79.2;141.0;110.1
79.2;140.0;109.6
78.4;141.4;109.9
78.4;138.8;108.6
78.4;138.8;108.6
78.4;139.4;108.9
78.4;142.6;110.5
78.4;141.6;110.0
77.4;140.4;108.9
75.8;138.2;107.0
73.0;139.8;106.4
73.0;140.8;106.9
73.0;141.0;107.0
73.0;140.0;106.5
73.0;139.8;106.4
73.0;140.2;106.6
73.0;142.0;107.5
73.0;140.2;106.6
72.8;140.8;106.8
72.8;138.4;105.6
72.8;140.0;106.4
72.8;140.2;106.5
72.8;139.4;106.1
72.8;139.8;106.3
72.2;139.0;105.6
72.2;139.4;105.8
72.2;139.2;105.7
72.2;140.4;106.3
71.2;140.8;106.0
71.0;140.0;105.5
71.0;139.8;105.4
71.0;137.8;104.4
71.0;141.2;106.1
71.0;140.4;105.7
71.0;139.4;105.2
68.6;139.4;104.0
68.2;139.6;103.9
67.6;142.6;105.1
67.6;139.0;103.3
67.6;139.6;103.6
67.6;141.0;104.3
67.2;138.0;102.6
67.2;140.0;103.6
66.4;138.2;102.3
66.4;140.6;103.5
66.2;141.2;103.7
66.2;140.4;103.3
66.2;139.4;102.8
66.2;140.8;103.5
66.2;138.6;102.4
66.2;139.6;102.9
66.2;138.2;102.2
66.2;140.8;103.5
66.0;139.2;102.6
66.0;138.0;102.0
66.0;139.4;102.7
65.8;136.4;101.1
65.8;138.6;102.2
65.8;138.2;102.0
65.6;138.4;102.0
65.4;140.4;102.9
65.4;139.8;102.6
65.4;140.2;102.8
65.4;139.6;102.5
65.4;139.2;102.3
65.4;137.6;101.5
65.4;140.4;102.9
65.4;138.8;102.1
65.2;140.0;102.6
65.2;139.2;102.2
65.2;140.4;102.8
60.2;141.0;100.6
59.6;140.2;99.9
59.6;139.0;99.3
59.6;141.6;100.6
59.6;140.4;100.0
59.6;138.6;99.1
59.6;141.0;100.3
59.2;139.2;99.2
59.2;138.8;99.0
59.2;138.4;98.8
59.2;140.4;99.8
59.2;138.2;98.7
58.4;138.4;98.4
58.4;140.0;99.2
58.4;140.2;99.3
58.4;139.8;99.1
58.4;140.0;99.2
58.4;140.2;99.3
58.4;138.6;98.5
58.4;139.8;99.1
58.4;139.8;99.1
58.4;140.6;99.5
58.4;139.6;99.0
58.4;140.8;99.6
58.4;139.4;98.9
57.8;138.2;98.0
57.8;140.4;99.1
57.8;139.4;98.6
57.8;138.8;98.3
