99.0;136.0;117.5
94.0;143.0;118.5
93.0;139.0;116.0
93.0;138.0;115.5
93.0;140.0;116.5
93.0;138.0;115.5
89.0;142.0;115.5
88.0;140.0;114.0
88.0;141.0;114.5
88.0;140.0;114.0
87.0;137.0;112.0
80.0;138.0;109.0
80.0;139.0;109.5
80.0;142.0;111.0
80.0;139.0;109.5
80.0;137.0;108.5
80.0;142.0;111.0
80.0;139.0;109.5
80.0;140.0;110.0
80.0;140.0;110.0
80.0;139.0;109.5
80.0;142.0;111.0
80.0;137.0;108.5
80.0;138.0;109.0
80.0;138.0;109.0
80.0;137.0;108.5
80.0;141.0;110.5
76.0;143.0;109.5
76.0;143.0;109.5
76.0;142.0;109.0
74.0;143.0;108.5
74.0;140.0;107.0
74.0;144.0;109.0
74.0;143.0;108.5
74.0;143.0;108.5
74.0;143.0;108.5
74.0;140.0;107.0
74.0;138.0;106.0
74.0;141.0;107.5
74.0;137.0;105.5
74.0;140.0;107.0
74.0;141.0;107.5
74.0;143.0;108.5
74.0;143.0;108.5
74.0;141.0;107.5
74.0;136.0;105.0
74.0;142.0;108.0
74.0;142.0;108.0
74.0;137.0;105.5
74.0;139.0;106.5
74.0;142.0;108.0
74.0;142.0;108.0
69.0;138.0;103.5
69.0;142.0;105.5
69.0;142.0;105.5
69.0;142.0;105.5
69.0;141.0;105.0
69.0;143.0;106.0
69.0;138.0;103.5
62.0;141.0;101.5
62.0;137.0;99.5
62.0;141.0;101.5
62.0;141.0;101.5
62.0;137.0;99.5
62.0;141.0;101.5
62.0;137.0;99.5
62.0;137.0;99.5
62.0;143.0;102.5
62.0;143.0;102.5
62.0;141.0;101.5
62.0;137.0;99.5
62.0;137.0;99.5
62.0;141.0;101.5
62.0;143.0;102.5
62.0;140.0;101.0
62.0;143.0;102.5
62.0;138.0;100.0
62.0;141.0;101.5
62.0;138.0;100.0
62.0;142.0;102.0
62.0;140.0;101.0
62.0;138.0;100.0
62.0;139.0;100.5
62.0;142.0;102.0
62.0;141.0;101.5
62.0;140.0;101.0
62.0;143.0;102.5
62.0;138.0;100.0
62.0;136.0;99.0
62.0;139.0;100.5
62.0;139.0;100.5
62.0;143.0;102.5
62.0;137.0;99.5
62.0;141.0;101.5
62.0;140.0;101.0
62.0;138.0;100.0
62.0;138.0;100.0
62.0;143.0;102.5
62.0;139.0;100.5
62.0;138.0;100.0
62.0;141.0;101.5
62.0;137.0;99.5
62.0;142.0;102.0
62.0;137.0;99.5
62.0;138.0;100.0
62.0;138.0;100.0
62.0;137.0;99.5
62.0;143.0;102.5
62.0;139.0;100.5
62.0;142.0;102.0
62.0;141.0;101.5
62.0;140.0;101.0
62.0;144.0;103.0
62.0;137.0;99.5
62.0;141.0;101.5
62.0;142.0;102.0
62.0;142.0;102.0
62.0;138.0;100.0
62.0;143.0;102.5
62.0;143.0;102.5
62.0;142.0;102.0
62.0;142.0;102.0
62.0;138.0;100.0
62.0;138.0;100.0
61.0;142.0;101.5
61.0;138.0;99.5
61.0;143.0;102.0
61.0;142.0;101.5
61.0;140.0;100.5
61.0;137.0;99.0
61.0;137.0;99.0
61.0;137.0;99.0
61.0;139.0;100.0
61.0;142.0;101.5
61.0;141.0;101.0
61.0;143.0;102.0
61.0;138.0;99.5
61.0;143.0;102.0
61.0;142.0;101.5
61.0;142.0;101.5
61.0;141.0;101.0
61.0;140.0;100.5
61.0;142.0;101.5
61.0;140.0;100.5
61.0;139.0;100.0
